"label,review"
"negative,ga usah pilpres kalau presiden maunya yg jadi presiden selanjutnya adalah orang pilihannya"
"negative,tum saya mendapat informasi penting bahwa mahkamah konstitusi mk akan memutuskan pemilu le"
"negative,rekam jejak saat nahkodai dki bikin rakyat enggan dukung anies di pilpres"
"negative,lha dari awal bicara putusan mk ttg system pemilu yg katanya a ini ngomel masalah apalagi"
"negative,begitupun waktu mau jadi gubernur jakarta anies didukung prabowo bahkan anies berjanji tdk akan mencalonkan diri jadi capres selama prabowo mencalonkan nyatanya sekarang watak pengkhianat mungkin sdh jadi tabiatnya"
"negative,tau knpa prabowo subianto no brani jualan cndana da psti klah bsa nyawanya di ujung tanduk klo pa jokowi cawapresnya prabowo subianto jika periode jgn kita dkung kcuali prof mafmud md sbg pnggnti kiai haji maruf amin sbtul"
"negative,yah om jgn dibocorin mendekati injury time mereka byk copy ide utk di implementasi secepatnya apalagi ada capres yg tdnya berusaha merakyat dgn lari skrg pgn tampil sbg intelektual"
"negative,partai nasdem menjadi salah satu pihak yang sejak awal menolak sistem pemilu proporsional tertutup untuk pemilu"
"negative,lho lho berarti istrinya donk trus yg dielus perutnya itu kalo istrinya juga berarti total dasar capres napsuan"
"negative,bukannya bagus yah yg dilakukan deny indrayana ngasi info ke publik kl bakal ada perubahan uu pemilu yg mana vital dan fatal bwt negara masa kek gtu diem diem aja lsg dah sah aja"
"negative,emang bpip ikut menjadi peserta pemilu pejabat kok banyak yang aneh sekarang ini"
"negative,tanggapi cawe cawe jokowi dalam pemilu rocky gerung tidak punya etika politik"
"negative,pdip nggak ingin salah pilih cawapres guys makanya prosedurnya pun cukup panjang akan dicari yang bisa menaikkan elekt"
"negative,presiden bukan ketua partai bukan pula peserta pemilu kalau mengakui diri tidak akan netral berarti akan berpihak ke salah satu peserta pemilu bukan tidak mungkin mengunakan segala cara dan kekuasaannya agar pemenang pemilu adalah jagoannya"
"negative,apalagi capres yg enoh lari nggak bisa hobynya merangkul bukan istrinya"
"negative,utang trillliunan giliran pemilu kardus digembok lucu"
"negative,kalo sbagai pribadi warga negara wajarlah kalo mendukung salah satu capres tapi klo sbagai presiden dan memakai fasilitas dan kekuasaan nya untuk mendukung salah satu capres emang boleh"
"negative,ini mengapa fraksi di dpr menolak pemilu menggunakan sistem proporsional tertutup"
"negative,formappi sistem pemilu tertutup makin jauhkan dpr dari rakyat"
"negative,mari tinggalkan narasi narasi pecah belah ini dalam menyongsong pilpres mendatang kemukakan saja gagasan capres dukungan masing masing"
"negative,empat hal yang bikin jokowi cawe cawe di pilpres"
"negative,menurut bacapres koalisi perubahan tsb pihaknya banyak menerima keluhan dan kehawatiran masyarakat usai mendengar pernyataan presiden jokowi yg akan cawe cawe di pemilu dengan alasan demi bangsa dan negara"
"negative,presiden jokowi akui tak netral di pemilu"
"negative,pemilu turkiye hari kelar nah wakanda bulan baru kelar"
"negative,mk enggan tanggapi ancaman fraksi dpr soal putusan sistem pemilu"
"negative,seperti biasa kalau mau menjelang pemilu ya isu banyak yg diangkat kepermukaan orang cerdas pst udah paham donk ya"
"negative,bukti dr kekuasaan jkw th ada masalah sehingga tdk pede utk tdk memihak ke paslon capres"
"negative,he s not perfect tapi kenyataannya memang pemilu jaman sekarang itu choosing the lesser evil memilih yg kurang jahat di antara orang orang jahat lainnya politik dari dulu mana ada yg bersih sih karena ada sosmed aja jadi bobroknya"
"negative,semoga isu yang disampaikan pak di tidak benar"
"negative,pemilu bukan hanya tentang memilih pemimpin tetapi juga tentang membangun fondasi yang kuat untuk masa depan bangsa"
"negative,bawaslu minta masyarakat laporkan pelanggaran pemilu jangan takut laporkan"
"negative,mana yg capres kw"
"negative,hari yg lalu mereka bilang atau hari akan ada nama cawapres yg bikin semua orang terkejut ya begitu terus kalimatnya"
"negative,anggaran pemilu luar biasa mahal cuma ngasilin org goblok seperti ini males bgt bayar pajak"
"negative,wah lay kalo nanti batal jadi capres sia donk ngerjain desain poster apa udah nyiapin editan yg bisa ganti muka"
"negative,ingat semua yang melekat di badan anda dibiayai oleh rakyat tidak sepantasnya anda cawe dlm pemilihan presiden biarkan rakyat memilih siapa yg pantas menjadi pemimpinnya toh kepemimpinan anda belum berhasil mensejahterakan rakyat kor"
"negative,capres emang beda"
"negative,ngak ada yg mau jadi pps pemilu pada takut"
"negative,ini lah hasil suara pilpres anda sekolah di kpu ini sekolahnya"
"negative,ini salah satu narasi saya tdk akan netral membuat gaduh dlm diskusi politik menjelang pemilu"
"negative,long weekend bisa nggak pelukan sampai pemilu"
"negative,masih percaya pemilu sebelum total reset indonesia"
"negative,waduh kok saya ngga pernah liat kemesraan capres perubahan dengan istrinya kayak gini ya yg beredar malah kemesraan dengan bini orang"
"negative,apa yang terjadi dg dirinya jika orang yg dipilihnya tuk menjadi penggantinya sebagai presiden kalah di pilpres apakah ia amp"
"negative,pkb cuma jadi ban serep prabowo di pilpres"
"negative,ngapain ribet nangkap"
"negative,dekt pemilu tawaran munafik datang buku dosa terbuka siapkan bolpoin cacatan tersendiri"
"negative,pantesan takut banget kalah pemilu segala cara dilakukan tak ada lagi etika code of conduct apalagi moral comp"
"negative,pemilu terbuka aja kpu bisa disuap bgmn pemilu tertutup"
"negative,klo pemilu tertutup mantan napi perampok bansos bisa jadi caleg lg"
"negative,presiden memang harus cawe tetapi cawe untuk memastikan pemilu berjalan luber dan jurdil tetapi kalau lihat gelagatnya selama ini cawe jokowi selama ini mengarah dukung calon teentu"
"negative,katanya polling nya paling bawah gak akan jadi capres inilah itulah tpi kenapa cicit dajjal syiah ini bahas dia mulu ampir tiap hari bahas dan jelekin apa gak ada bahasan yg lain takut yaaa kalo anies jadi preside"
"negative,biasany musim ny pki ya sekarang ada tambahan musim pilpres"
"negative,gaji pns dinaikkan menjelang pilpres dikira pns hidupnya hanya tahun sekali subsidi rakyat juga cair tahun sekali sisanya dicekik diperas selama tahun dikurangi sehari"
"negative,anies capres gak laku"
"negative,kenaikan gaji dari tahun ke tahun begitu sj utk apa naik percuma waktu dekat pemilu naik gaji mukosong sdh bosang dengar itu"
"negative,kpu bawaslu skrg aja udah curang bukan lemah bukan cengeng tp waspada yg ada presiden lu skrg yg lemah cengeng ketakutan boroknya dibongkar partainya kalah capres penerusnya ga menang makanya cawe"
"negative,di kesempatan sama boediono ditanya apakah mengusulkan cak imin menjadi cawapres tetapi dia malah bertanya balik saya boleh usulin haha kata boediono prabowo subianto"
"negative,kalau nanti insya allah saya terus capres ini bukan kampanye ya kalau nanti pak ganjar terus maju pak anies juga saya tidak menganggap mereka lawan saya anggap mereka saudara saya sendiri ujar prabowo yang disambut riuh hadirin"
"negative,fikiran saya tentang anda saat ini adalah anda pendukung fpi amp"
"negative,dimana letak berdemokrasi dalam bernegara jika pemilu diatur secara tertutup rakyat disuruh beli tikus dalam"
"negative,kapan drun polisi bilang imam cabul tdk bersalah perkaranya belum selesai dia tersandera aku tidak dalam posisi dukung mendukung"
"negative,harusnya capres itu ya nyampain gagasan"
"negative,jelas sudah siapq dalang dibalik ide teekait wacana pemilu tertutup ini harus dilawan jgn se enaknya aj"
"negative,beneran kalau presiden terbitkan perpu umr diganti upah perjam"
"negative,enha kapan ya kesini kalau taun depan katanya pilpres"
"negative,denny indrayana menuding presiden jokowi tak netral dan melanggar konstitusi karena cawe cawe dalam pilpres"
"negative,ada pula yg bangga dgn cawe cawe pilpres udah merusak demokrasi"
"negative,mau pilpres lagi musim"
"negative,sy tdk percaya pemilu jujur adil selama harun masiku tdk ditahan dan petugas kpu yg trima suap tdk ditahan jd kl jokowi ngomong gitu berarti jokowi penipu dan munaf"
"negative,segera umumi capres cawapres nya jgn jualan terzholimi dijegal kalok perlu segera daftarkan ke kpu"
"negative,sombong amat kau ini"
"negative,lebih lanjut prabowo menjelaskan bahwa masyarakat jangan mau terbawa arus dan diadu domba dengan provokasi negatif menjelang pemilu prabowo subianto"
"negative,jangan pilih capres yang ingkar janji"
"negative,sekarang kok kayak tinta pemilu"
"negative,ini capres dan cawapres kah"
"negative,mau sibuk cawe cawe di pilpres jokowi dapat sentilan menohok dari anak buah mas ahy punya aspirasi boleh tapi"
"negative,padahal dah hampir thn pemilu pakai cara dicoblos dan baik saja"
"negative,oh berarti capres a didukung oligarki dong"
"negative,hanya saja siapa calon wakil presiden cawapres yang bakal mendampinginya di kontestasi pemilihan presiden pilpres masih menjadi misteri prabowo subianto"
"negative,di mana ketika sudah maju nanti dikhawatirkan capres dari partai gerindra itu lupa siapa habib nabiel serta jamaah di majelisnya prabowo subianto"
"negative,kalo gt g ush ada pilpres tunjuk lngsung aja kalau mau fair buat uu yg mau cawe hrs mundur mau presiden gub walkot hrs mundur"
"negative,dinotice artis korea dh bisa tp prnah gasi lw dinotis capres"
"negative,rekam jejak gubernur dongo eh eh mau dijadiin capres ama pemujanya yg pekok"
"negative,sudah kuduga merrka akan mengulang pemilu"
"negative,kalau nanti insya allah saya terus capres ini bukan kampanye ya ujar prabowo subianto disambut riuh penonton"
"negative,apa urusannya dg kamu emangnya lu peserta pemilu sistem tertutup kekuasaan di pantai saja yg akan duduk sehingga orang yg berbuat baik figur ditengah tengah masyarakat bisa terzalimi karena tidak mendapatkan no urut ata"
"negative,waah kenapa ya semua ngember bocor pada waktunya"
"negative,yg saya takutkan tidak bisa mendaftar jadi capres krn tak cukup partai nya"
"negative,kalau pemilu ikut orba"
"negative,prabowo subianto yang bisa dipastikan bakal jadi calon presiden capres mengatakan kehadirannya di mnc forum tersebut bukan untuk meminta dukungan"
"negative,sandiaga uno yang ulama versi ogah disandingkan dengan di pilpres"
"negative,jika pemilu gagal"
"negative,serius lah klo bkn sosok sby saat itu yg dicalonkan oleh partai demokrat sbg presiden tentu demokrat pasti sepi pemilih pemilih demokrat melihat krn ada sosok sby pemilu thn lalu pd bkn lah pemenang pemilu"
"negative,cara cara terzolimi di pemilu mau digunakan di pemilu kalau dulu bisa digunakan untuk menutupi capres minim prestasi kalau saat ini tentu gak bisa"
"negative,masih percaya sama capres seperti ini"
"negative,tingkat kewarasan menurun tingkat kegilaan meningkat"
"negative,mungkin iya tapi taun depan ada pilpres"
"negative,ya ada bahas capres cawapres tapi kan nanti tidak bisa diceritakan ujar dia"
"negative,itu semua klo smp pada panjang umur om umur siapa yg tau kan bisa jd luhut duluan trus para capres blkngan atau para capres belakangan luhut yg duluan"
"negative,ya lanjutkan keinginan jadi cawapres prabowo gitu saja jawaban jokowi ujar cak imin"
"negative,kami dari awal sudah berbicara hati ke hati usung prabowo sebagai capres ini lagi dibahas yang itu biar diputuskan oleh para petinggi partai prabowo subianto"
"negative,mudah an kotoran yaman ini tdk ikut pilpres"
"negative,belum mandi dari pemilu"
"negative,saya tidak tau persis apakah ada pembahasan soal capres cawapres soal pemilu katanya"
"negative,termasuk omongan mengenai capres maupun cawapres pada mendatang"
"negative,hanya saja duet itu disebut sulit terwujud karena masing masing pihak ingin ditempatkan sebagai bakal calon presiden bukan cawapres"
"negative,lalu haruskah sistem pileg di pemilu ini dibuat sulit sampai menimbulkan pro kontra gimana menurut kalian guys share your thoughts in the replies ya"
"negative,anies baswedan bahwa pilpres tahun sekali bukan untuk melanjutkan kebijakan pemerintahan sebelumnya esensi pilpres u"
"negative,ga ada yang bisa diharapkan dr semua pasangan capres"
"negative,niat laten nunda pemilu"
"negative,isu berubahnya sistem pemilu menjadi proporsional tertutup memantik perdebatan hangat warganet"
"negative,menurutnya ganjar pranowo tidak bakal berani terang terangan menyodorkan nama cawapres pilihannya sendiri"
"negative,pengamat politik dari formappi lucius karus pemilu sistem tertutup menjadikan partai sangat powerful sementara anggota partai hanya jadi sekrup sekrup kecil yang nasibnya akan ditentukan sepenuhnya oleh partai"
"negative,presiden akan cawe cawe di pilpres tidak akan netral"
"negative,apakah ini salah satu alasan jokowi ikut cawe cawe soal pilpres"
"negative,presiden ga boleh ikut pemilu dan pilpres ga punya etika namanya ada konsekuensi hukum jg"
"negative,saking paniknya ujungnya bisa jadi calonkan diri sbg cawapres prabowo"
"negative,gagal terpilih amp"
"negative,kerawanan pemilu dari politik uang hingga intimidasi"
"negative,menko mahfud md sistem pemilu terbuka atau tertutup sama saja"
"negative,andai terjadi apakah ini takdir bahwa hanya jadi penonton di setiap pemilu"
"negative,logikanya jika pak jokowi kau katakan pembohong rakyat ga suka biar pak jokowi presiden maka rakyat nggak akan peduli mau cawe juga urusan pemilu kan rakyat yang voting jika presiden tidak disukai rakyatnya maka apapun bent"
"negative,wahai kpu pemilu tahun depan jgn pakai kardus lagi jangan murahan lah indonesia ini kaya kasian pohon yg di tebang buat bikin kardus"
"negative,kemungkinan jalau ahy tidak jadi cawapres anies ya tetap gagal si anies"
"negative,lu mau pemilu bersih jujur adil ya lu stop cawe cawe buktikan pemilu dan pemerintah bisa independen ga memihak"
"negative,kalau cuman di jabar gak bisa kang jadi capres potensial jadi gubernur dki baru tiap hari dapat sorot media secara nasional"
"negative,foto profil ignya aja udah kek capres"
"negative,biarlah waktu yang menjawab su"
"negative,lsi denny ja"
"negative,inilah klo partai melakukan ajang pencarian bakatnya utk mendapatkan pelari antar kota antar propinsi akap skrg dijadiin capres pula akibatnya byk warganya terlantar tak ter urus semestinya ikut pelatnas pon aja sbg ajang seluruh propinsi"
"negative,jelas kami tidak akan netral kalau kami netral semua maka pemilu tidak akan selesai"
"negative,demi bangsa dan negara saya jg ga milih capres pilihan anda pak"
"negative,semoga kadrun kalah pilpres terus"
"negative,memang demikian yang terjadi rakyat khawatir dgn mengikuti dan mengawal setiap perkembangan"
"negative,pemilu harus berjalan sesuai aturan"
"negative,kpu bawaslu mk kpk cawe cawe capres panik betul jokowi"
"negative,ketahuan klen sebenarnya mau tunda pemilu"
"negative,jacob ereste sistem proporsional tertutup dalam pemilu hanya akan menguntungkan partai bukan pemilih dan mereka yang akan kita pilih"
"negative,lembaga mk telah menodai rakyat dan negara pemilu tertutup mengkhianati reformasi dan konstitusi"
"negative,bunda merah putih amp"
"negative,prabowo yang bisa dipastikan bakal jadi calon presiden capres mengatakan kehadirannya di mnc forum tersebut bukan untuk meminta dukungan prabowo subianto"
"negative,cawe cawe yang dilakukan presiden joko widodo dinilai merusak tatanan pemilu dan demokrasi"
"negative,dari kalangan orang tua bisa juga jk atau surya paloh yg jd cawapres anies"
"negative,kornas kritik sikap pimpinan parpol di dpr ri yang tolak pemilu dengan sistem proporsional tertutup kekanak kanakan"
"negative,orang seperti itu kok bisa bisanya di capres kan"
"negative,mau ngomong apa coba thn di usung cawapres oleh mega skrg di angkat jadi mentri oleh jokowi kalau ente punya logika megawati dan jokowi itu lebih jahat krn membiarkan penjahat berkeliaran bebas bahkan memberikan pangkat"
"negative,ya kadrun goblok karena keok pilpres melulu setuju saya"
"negative,pengamat politik dari forum masyarakat peduli parlemen indonesia formappi lucius karus menilai pemilihan umum pemilu sistem tertutup dapat berdampak negatif bagi masyarakat yakni semakin menjauhkan dpr ri dari rakyat bagi lucius melalui sistem"
"negative,kekhawatiran masyarakat atau kekhawatiran loe nis"
"negative,saya tidak tau persis apakah ada pembahasan soal capres cawapres soal pemilu"
"negative,klo takut kalah jangan ikut bertanding dalam pilpres"
"negative,kalau nanti insyaallah saya terus capres ini bukan kampanye ya prabowo subianto"
"negative,kalau nanti insya allah saya terus capres ini bukan kampanye ya kalau nanti pak ganjar terus maju pak anies saya tidak menganggap mereka lawan saya anggap mereka saudara saya sendiri tegas prabowo"
"negative,pak anies fokus saja ke pencapresan pecaya saja ke lembaga pemilu terkait klo pak anies takut kalah lebih baik mundur saja"
"negative,nah paham banget ini dgn sinyalemen pa dhe njenengan mengapa demikian"
"negative,screenshot this tweet"
"negative,twitter ini kalau udah mau mau pemilu jadi kayak tayk"
"negative,ciri orang panik tuhh kyk gini blum apa udh curiga"
"negative,bpip orde baru pakai sistem pemilu tertutup aman aman saja senang senang saja"
"negative,tolak penundaan pemilu"
"negative,di kab bandung lihat baligo pa agus yasmin nasdem yg dipajang itu breakdown program dan menyentuh bgt ke masy yg lain msh pd pamer muka dan partai doang"
"negative,gen z keren sebaiknya boikot pemilu bisa dengan membakar tpu tpu terdekat"
"negative,dalam sejarah pemilu blom pernah ada dukungan sebanyak ini kepada satu capres rakyat kecil diam tapi mereka tahu negara s"
"negative,andai pun diputuskan tertutup tinggal kapan mau dilaksanakan apakah dalam pemilu sekarang atau pemilu yang akan datang kata yusri"
"negative,anies ungkap dampak buruk keputusan jokowi tidak akan netral pada pilpres"
"negative,kita pun tak ingin bukan apabila setiap pemilu maka semua gagasan dan semua kemajuan di reset kembali"
"negative,wajar kalau presiden jokowi mengatakan akan cawe cawe dalam pemilu kali ini kenapa"
"negative,kasian pns udah gak bisa ngelawan gak bisa berserikat dipake buat agenda politik naik gaji tiap mau pemilu doank"
"negative,pdip meminta parpol yang menyatakan sikap penolakan terhadap wacana perubahan sistem pemilu untuk mengikuti prosedur mk"
"negative,beginilah orang rendah hati amp"
"negative,denger denger sih dia capres no mendatang kak"
"negative,yg pasti bukan cawe dalam pilpres"
"negative,jika langkah ketiga tidak bisa direalisasasikan dan pilpres diikuti oleh tiga pasang kandidat capres cawapres maka dengan angka elektabilitas saat ini akan sulit untuk meraih perolehan suara persen prabowo sub"
"negative,hal itu dikarenakan jokowi merasa tidak dilibatkan dalam memutuskan ganjar sebagai capres oleh pdip prabowo subianto"
"negative,saya juga kaget tetiba jelang pilpres dan jelang lengser malah mulai bersliweran foto beliau sdg ibadah"
"negative,kasian pns udah gak bisa ngelawan gak bisa berserikat dipake buat agenda politik naik gaji tiap mau pemilu doank itu juga paling ribu doank"
"negative,umur gibran th"
"negative,mungkin mrk kurang kompak mustinya kl mau gulingkan presiden ancaman jk amp"
"negative,gaungkan terus penjegalan pak selagi koalisi masih gonjang ganjing ttg menentukan siapa cawapres"
"negative,karena ada agenda pemilu polisinya ga bisa jamin"
"negative,behh ga dlu yu lanjot taun dpn aja abis pilpres biar bisa nabung lg"
"negative,cebong kadrun bakalan hilang dngan sendirinya syaratnya jangan pilih capres berakal binatang atau bokep mania"
"negative,jkw khn bkn capres tp pres yg brkuasa justru adanya pinjol ilegal ini bukti bhw dia gagal mmbereskan mslh pinjol"
"negative,siapa yang bakal jadi kandidat pilpres kalau anies baswedan jadi salah satunya pasti bakal seru nih kita lihat saja nanti kayak gimana"
"negative,dengan usaha begal partai demokrat oleh moeldoko yg didukung luhut dan jokowi jelas pemilu tidak adil"
"negative,siapa aje dah yg penting gue ketemu enha jir udh kebelet bgt takut kepentok pilpres sumpa"
"negative,pas capres tahun yg akan datang calonya rm sama siwon"
"negative,jeongcheol one tweet au"
"negative,nasdem ingatkan jokowi tak cawe cawe di pemilu untuk kepentingan pribadi"
"negative,anggota badan pengawas pemilu bawaslu totok hariyanto meminta masyarakat untuk tidak takut melaporkan adanya dugaan pelanggaran pemilihan umum pemilu seperti peserta pemilu yang bagi bagi sembako ataupun politik uang dengan bukti yang cukup ht"
"negative,alasan presiden jokowi dukung prabowo maju di pilpres"
"negative,pernyataan ini semakin menguatkan tulisan saya bahwa pilpres merupakan sandiwara sebwlum penetapan kpu dipil"
"negative,apa alasan sebenarnya presiden jokowi cawe cawe dan tidak akan netral dalam pilpres"
"negative,jangan sampai pemilu ditunda"
"negative,kasitau juga dong kalo capres lain saham apa yg bakal naik"
"negative,sakit hati ini mbieb bila ingat jaman semono krn bapakku merasakan kejemnnya pemilu jaman orba"
"negative,jika langkah ketiga tidak bisa direalisasasikan dan pilpres diikuti oleh tiga pasang kandidat capres cawapres maka dengan angka elektabilitas saat ini akan sulit untuk meraih perolehan suara persen"
"negative,bu susi disingkirkan setelah hasil kerja dan prestasinya digunakan unk kampanye meraih kemenangan pilpres tapi anehnya beliau diganti dan lebih memilih koruptor sebagai gantinya padahal kebany"
"negative,tapi ya balik lagi cawapres yang lain juga belum diputuskan manuver politik belum jalan yang jelas dari ahok kalo beneran jadi cawapres siapapun pr pertama yang harus dia jawab ya pertamina isu sakral"
"negative,saya belum melihat komitmen capres seperti yang menghimbau agar kontestasi politik damai dan kami akan mend"
"negative,sikap jokowi soal pilpres berubah ubah rizal ramli pantas aje urus negara berantakan"
"negative,hal itu dikarenakan jokowi merasa tidak dilibatkan dalam memutuskan ganjar sebagai capres oleh pdip"
"negative,hanya ada satu kata persatuan rakyat jika ada pimpinan negara yg tdk netral dalam pilpres"
"negative,waduh kalau pak anis masuk penjara ga asik dong pemilu ga ada yg membuly dan di buly"
"negative,andai nanti hanya capres aja siapa yang akan anda dukung"
"negative,nggak nggak nggak say no deh sama pilih wakil rakyat yang nggak kita kenal"
"negative,kalo ikut capres lgsng lolos tanpa babibu"
"negative,kpu hanya menggiring soal penundaan pemilu saja sedangkan perbuatan melawan hukum dan pelanggaran pelanggaran lain yang dilakukan kpu terhadap prima disembunyikan"
"negative,sebab pemilu masih bulan lagi"
"negative,kontestasi capres udh rame ternyata"
"negative,tidak mengherankan bagi anwar sadad ketika prabowo subianto jadi capres"
"negative,kalau nanti insya allah saya terus capres ini bukan kampanye ya tegas prabowo subianto"
"negative,pemilu lagi kapan bang"
"negative,beras ttp ada stock digudang ada bencana dll"
"negative,secara tidak langsung nanti kalau cawapres nya bukan ahy berarti demokrat tidak yakin anies bakal menang"
"negative,cuma buzzer rp yg membela rezim cuma kacung oligarki yg nyinyir kod capres anies baswedan kita laksanakan pilpres dg jurdil tdk seperti kasus kardus digembok kami yakin anies pasti menang amp"
"negative,sehingga ini bisa ada masalah politik genting taruhannya bisa penyelenggaraan pemilunya bagaimana pemilu bisa terselenggara baik kalau ada kisruh daftar caleg yang berubah dari terbuka jadi tertutup tanyanya"
"negative,iya cari capres yang jujur pekerja keras sukur cerdas bisa kita nilai sendiri capres kan lagi pada pecitraan pencitraannya kelihatan kok yang tulus ama ngak dan ada yang lucu lagi wkwkkwkw"
"negative,banget pilpres x selalu bikin rusuh kalah gk terima nyuruh orang demo sekarang"
"negative,grass root kmungkinan pada tidak tahu tahu dikit dan bingung"
"negative,pdip tegaskan jokowi tak akan berlebihan lakukan cawe cawe pilpres itu kode bagus"
"negative,bukannya dilarang sih tapi bakal lebih sulit aja buat ngadain event besar pas timing pilpres karena banyak resources especially security resources dan venue yang bakal dipakai untuk acara politik so it would be more difficult to secure resources to"
"negative,daripada rayat yang terpecah belah sampe gontok gontokan mending pemilihan presiden balikin ke mpr deh biar aja elit yang gontok gontokan"
"negative,sehingga koalisi dengan golkar tak akan cepat dapat membentuk sebuah kesepakatan karena akan mempengaruhi posisi pkb dan cak imin dalam kandidasi pilpres prabowo subianto"
"negative,pemilihan presiden balikin ke mpr deh mumet gw liat rayat yang gontok gontokan terus biar aja elit yang gontok gontokan lah"
"negative,bpip ngomongin sistem pemilu"
"negative,selain itu belum adanya keputusan cawapres juga akan menunggu strategi dari partai atau koalisi lainnya"
"negative,erdogan tokoh yg diidolakan oposisi bisa x lho"
"negative,masih ada beberapa bulan kedepan sebelum pendaftaran pasangan capres cawapres"
"negative,biarkan saja karna yg menghina itu pasti kalah"
"negative,jika hanya calon pada pilpres siapa yang akan menang telak"
"negative,pendukung capres bokep nih"
"negative,jokowi tegas bakal cawe cawe pilpres anies diserbu ada yang mengungkapkan"
"negative,nta gaji buruh dinaikkan dibilang nya beraroma pilpres ah elah"
"negative,tanda tanda tahun politik dan pemilu semakin dekat pencitraan masif sdh di mulai"
"negative,sudah terbuka akan cawe cawe di pilpres klaim jokowi aparat akan tetap netral diragukan ini susah karena"
"negative,betul sekali pilpres itu pestanya rakyat bukan pestanya elit"
"negative,hakim mk segera gelar rph untuk putuskan sistem pemilu"
"negative,kayanya kecil bang capres yg bkl nyinggung dunia pinjol"
"negative,setuju nih jalan pikiran rg bener bener bikin wan abud kenak mental udah gak punya power jd capres mending mundur aj"
"negative,yuk jangan ada campur tangan apapun untuk pemilu yang bersih"
"negative,klo demi negara ya mustiya presiden jangan dukung semua capres yg ada netral tugasnya mendorong pemilu bisa berlangsung jurdil"
"negative,rakyat yg sudah dewasa dan sehat lahir batin siap menolak pencalonan prabowo baik sebagai capres maupun cawapres"
"negative,pdip satunya parpol yg maunya pemilu pilih partai bukan pilih line up krn sadar line up nya jeblok"
"negative,ya klo gitu gak usah ada pilpres tinggal tunjuk aja den genjer jd presiden lagian anies di survey paling rendah jd apa yg ditakutkan"
"negative,anies baswedan is capres hebat yang akan menumpas segala macam bentuk mafia ketidak adilan and kkn"
"negative,sp kalian tahu semua kalo atm sudah terkunci dan masih nyungsep aja elektabilitasnya jadi mau apa"
"negative,dan barang kali tidak ada kelemahannya dan kemudian kalau itu mau diubah itu sekarang proses pemilu sudah berjalan ucap kahar muzakir selasa"
"negative,hanya perwakilan fraksi pdip yang tak terlihat dalam pernyataan sikap tersebut"
"negative,karena tergiur urusan selangkangan kadang orang jadi biadab"
"negative,kl gitu lu mestinya cuti dulu dari jabatan presiden tolol pemilu selesai lu boleh terusin sisa masa jabatan lo"
"negative,yg ngambil pengikut capres sono"
"negative,penyelenggaraan pemilu mulai dari caleg hingga capres yang dapat perlakuan tidakfairdan kekhawatiran soal potensi kec"
"negative,gak usah ngurusin partai cawapres partai laen urus aja cawapres partai lu duk repot amat idup lu"
"negative,amrik australia sangat berkepentingan pilpres dan jagoannya bernarasi gagasan bernarasi inni political game bikin kekisruhan nasional mengarang bernarasi men down grade memojokkan hukum di indonesia seakan akses kuatvkemana maa padahal hoax fatsu"
"negative,mungkin sedang dikarantina bang belajar dari pilpres kemarin klo doi nongol bawaannya kalah mulu"
"negative,ngga ada yang takut kok saya malah berharap anies tetap maju jadi pilpres tetap calon"
"negative,bener tuh tong makanya negara saat ini kacau dipimpin org yg bukan ahlinya hutang menggila pemimpin ikut cawe cawe dlm pemilu shrsnya netral makanya demokrasikan tambah hancur"
"negative,impian anies maju pilpres akan terkubur karena ini"
"negative,hahah jgn kasih tau dia ad pilpres di bs ga"
"negative,jokowi cawe cawe anies khawatir pemilu ada kecurangan"
"negative,kalau nanti insyaallah saya terus capres ini bukan kampanye ya kalau nanti pak ganjar pranowo terus maju pak anies juga saya tidak menganggap mereka lawan saya anggap mereka saudara saya sendiri ujar prabowo"
"negative,menteri pertahanan itu juga menyinggung soal politik tanah air di mana dia menjadi salah satu bakal calon presiden capres yang akan berlaga di pilpres ia menyebut capres lain bukanlah lawan tapi saudara prabowo subiant"
"negative,pendaftaran capres sepaket dgn cawapres sehari sebelum penutupan pendaftaran koalisi perubahan menentukan capres kalau cawapres ahy pks balik kanan cawapres aher pd balik kanan bukan keduanya pd dan pks balik kanan"
"negative,katanya wapres terserah capres sekarang kok yang menentukan majikannya"
"negative,malam prabowo yang bisa dipastikan bakal jadi calon presiden capres mengatakan kehadirannya di mnc forum tersebut bukan untuk meminta dukungan prabowo subianto"
"negative,pangi juga menilai para sukarelawan jokowi berpotensi berpindah ke prabowo subianto pada pilpres"
"negative,emang punya bukti klo pemilu itu curang klo udah kalah ya kalah nya harus terima jahoanmu kalah"
"negative,guna menciptakan pemilu yg luber amp"
"negative,perludem tidak mempersoalkan langkah kpu yang akan mengizinkan para peserta pemilu memiliki akun sosmed untuk kampanye"
"negative,pingin mennag capres nya sampe keluar ludah nya nih densi jelkin lawan biasanya org seperti ini menutupi kepanikan nya org klu ngga panik dgn lawan nya dia bkl santai dan pokus jualan capres nya sendri"
"negative,duh"
"negative,pak ganjar pranowo setelah resmi diumumkan sebagai capres pdip semakin banyak fitnahan amp"
"negative,kau lupakan semua yg menzolimi ahok mati satu persatu anies wan aibon bakal gila dulu sebelum dia mati tulah di pilpres nanti kaum khilafah model kalian tinggal kami intai dan siap kami exekusi jika nampak sekalipun d"
"negative,stop kampanye hitam hoax"
"negative,pak mahfud seharusnya tanya juga ke ipar ketua mk dia maunya apa sehingga cawe cawe di pemilu dan pilpres"
